step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559886,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,3.35449,0.00571619,47314,0.0566392,0.275443,0.00788152,0.721954
200,8.97014,0.00337653,49047,0.0727443,0.302549,0.00855211,0.748398
300,13.4315,0.00957123,50258,0.0806003,0.349205,0.00939205,0.766876
400,16.8142,0.00909706,51008,0.0855084,0.344113,0.0100022,0.77832
500,18.9963,0.00665926,51452,0.0885225,0.326261,0.0105885,0.785095
600,20.9949,0.00584238,52136,0.0915641,0.355457,0.0112487,0.795532
700,22.3404,0.00383337,52396,0.0928296,0.379163,0.0118469,0.7995
800,23.6098,0.00265991,52807,0.0953185,0.37723,0.0124894,0.805771
900,24.8524,0.00711749,53157,0.0974983,0.365705,0.013067,0.811111
1000,26.1852,0.0076073,53393,0.0992113,0.344305,0.0135673,0.814713
1100,27.215,0.0101041,53760,0.100805,0.352076,0.0140576,0.820312
1200,28.5678,0.0105452,54005,0.102817,0.358062,0.0145844,0.824051
1300,29.6838,0.0108453,54196,0.103475,0.367902,0.0148287,0.826965
1400,30.7083,0.00878609,54488,0.104334,0.360593,0.0150936,0.831421
1500,31.7374,0.00240155,54552,0.105775,0.35622,0.0153829,0.832397
1600,32.9221,0.00494805,54824,0.107126,0.382039,0.0157801,0.836548
1700,34.2582,0.00346622,55051,0.108157,0.34733,0.0159101,0.840012
1800,35.4242,0.00322518,55197,0.1098,0.377542,0.0160499,0.842239
1900,36.3976,0.0055834,55427,0.110518,0.353272,0.016257,0.845749
1999,37.4643,0.0122858,55581,0.111711,0.377625,0.0163872,0.848099
